16028,11507,08:33:10
16028,11407,08:33:18
16028,11308,08:33:26
16028,11209,08:33:35
16028,11109,08:33:42
16028,11110,08:33:49
16028,11111,08:34:00
16028,11110,08:53:09
16028,11109,08:53:22
16028,11009,08:53:29
16028,10909,08:53:36
16028,10808,08:53:43
16028,10709,08:53:50
16028,10609,08:53:57
16028,10509,08:54:04
16028,10409,08:54:11
16028,10310,08:54:18
16028,10211,08:54:25
16028,10112,08:54:32
16028,10113,08:54:39
16028,10114,08:54:46
16028,10115,08:54:53
16028,10116,08:55:00
16028,10117,08:55:07
16028,10118,08:55:14
16028,10119,08:55:21
16028,10019,08:55:28
